id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,network_size,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,primary_care_physician_out_of_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,pcp_cleaned_dollar_values_out_of_network,pcp_cleaned_percentages_out_of_network,pcp_initial_visits_out_of_network,pcp_after_deductible_out_of_network
27603CA0000009-77,CalChoice,Anthem Prudent Buyer Bronze PPO A (OOA),bronze,PPO,"In-Network: $6,250 / Out-of-Network: $12,500","In-Network: $12,500 / Out-of-Network: $25,000","In-Network: $7,050 / Out-of-Network: $14,100","In-Network: $14,100 / Out-of-Network: $28,200",In-Network: 35% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,90435,6250,12500,12500,25000,7050,14100,14100,28200,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
27603CA0000001-77,CalChoice,Anthem Prudent Buyer Bronze PPO C (OOA),expanded_bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $8,500 / Out-of-Network: $17,000","In-Network: $17,000 / Out-of-Network: $34,000",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $650 / Out-of-Network: Not Covered,"In-Network: $1,300 / Out-of-Network: Not Covered",In-Network: $65 after deductible / Out-of-Network: 50% after deductible,90435,6000,12000,12000,24000,8500,17000,17000,34000,40,50,650,1300,$65 after deductible,50% after deductible,[65.0],[],0,True,[],[50.0],0,True
27603CA0000018-77,CalChoice,Anthem Prudent Buyer Gold PPO E (OOA),gold,PPO,"In-Network: $500 / Out-of-Network: $2,000","In-Network: $1,500 / Out-of-Network: $4,000","In-Network: $7,700 / Out-of-Network: $15,400","In-Network: $15,400 / Out-of-Network: $30,800",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 50% after deductible,90435,500,2000,1500,4000,7700,15400,15400,30800,20,50,0,0,$30,50% after deductible,[30.0],[],0,False,[],[50.0],0,True
27603CA0000015-77,CalChoice,Anthem Prudent Buyer Silver PPO C (OOA),silver,PPO,"In-Network: $1,700 / Out-of-Network: $3,400","In-Network: $3,400 / Out-of-Network: $6,800","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,90435,1700,3400,3400,6800,9100,18200,18200,36400,40,50,300,600,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
27603CA0000002-77,CalChoice,Anthem Prudent Buyer Silver PPO D (OOA),silver,PPO,"In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $7,050 / Out-of-Network: $14,100","In-Network: $14,100 / Out-of-Network: $28,200",In-Network: 35% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,90435,2000,4000,4000,8000,7050,14100,14100,28200,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
27603CA0000012-77,CalChoice,Anthem Select PPO Bronze PPO B,expanded_bronze,PPO,"In-Network: $6,250 / Out-of-Network: $12,500","In-Network: $12,500 / Out-of-Network: $25,000","In-Network: $7,050 / Out-of-Network: $14,100","In-Network: $14,100 / Out-of-Network: $28,200",In-Network: 35% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,67946,6250,12500,12500,25000,7050,14100,14100,28200,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
27603CA0000011-77,CalChoice,Anthem Select PPO Bronze PPO D,expanded_bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $8,500 / Out-of-Network: $17,000","In-Network: $17,000 / Out-of-Network: $34,000",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $650 / Out-of-Network: Not Covered,"In-Network: $1,300 / Out-of-Network: Not Covered",In-Network: $65 after deductible / Out-of-Network: 50% after deductible,67946,6000,12000,12000,24000,8500,17000,17000,34000,40,50,650,1300,$65 after deductible,50% after deductible,[65.0],[],0,True,[],[50.0],0,True
27603CA0000014-77,CalChoice,Anthem Select PPO Gold PPO B,gold,PPO,"In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $3,000 / Out-of-Network: $4,000","In-Network: $7,800 / Out-of-Network: $15,600","In-Network: $15,600 / Out-of-Network: $31,200",In-Network: 25% / Out-of-Network: 50%,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: 50% after deductible,67946,1000,2000,3000,4000,7800,15600,15600,31200,25,50,250,500,$25,50% after deductible,[25.0],[],0,False,[],[50.0],0,True
27603CA0000016-77,CalChoice,Anthem Select PPO Gold PPO C,gold,PPO,"In-Network: $500 / Out-of-Network: $2,000","In-Network: $1,500 / Out-of-Network: $4,000","In-Network: $7,700 / Out-of-Network: $15,400","In-Network: $15,400 / Out-of-Network: $30,800",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 50% after deductible,67946,500,2000,1500,4000,7700,15400,15400,30800,20,50,0,0,$30,50% after deductible,[30.0],[],0,False,[],[50.0],0,True
27603CA0000017-77,CalChoice,Anthem Select PPO Gold PPO D,gold,PPO,"In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $3,000 / Out-of-Network: $6,000","In-Network: $7,250 / Out-of-Network: $14,500","In-Network: $14,500 / Out-of-Network: $29,000",In-Network: 25% / Out-of-Network: 50%,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 50% after deductible,67946,1500,3000,3000,6000,7250,14500,14500,29000,25,50,250,500,$30,50% after deductible,[30.0],[],0,False,[],[50.0],0,True
27603CA0000013-77,CalChoice,Anthem Select PPO Silver PPO B,silver,PPO,"In-Network: $1,700 / Out-of-Network: $3,400","In-Network: $3,400 / Out-of-Network: $6,800","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,67946,1700,3400,3400,6800,9100,18200,18200,36400,40,50,300,600,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
27603CA0000003-77,CalChoice,Anthem Select PPO Silver PPO E,silver,PPO,"In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $7,050 / Out-of-Network: $14,100","In-Network: $14,100 / Out-of-Network: $28,200",In-Network: 35% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,67946,2000,4000,4000,8000,7050,14100,14100,28200,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
27603CA1220560,Anthem,Anthem Silver PPO 2100/30% w/HSA PrevRx,silver,PPO,"In-Network: $2,100 / Out-of-Network: $4,200","In-Network: $4,200 / Out-of-Network: $8,400","In-Network: $7,200 / Out-of-Network: $14,400","In-Network: $14,400 / Out-of-Network: $28,800",In-Network: 30% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 30% after deductible / Out-of-Network: 50% after deductible,90435,2100,4200,4200,8400,7200,14400,14400,28800,30,50,0,0,30% after deductible,50% after deductible,[],[30.0],0,True,[],[50.0],0,True
27603CA1221547,Anthem,Anthem Silver PPO 2600/35% w/HSA PrevRx,silver,PPO,"In-Network: $2,600 / Out-of-Network: $5,200","In-Network: $5,200 / Out-of-Network: $10,400","In-Network: $7,050 / Out-of-Network: $14,100","In-Network: $14,100 / Out-of-Network: $28,200",In-Network: 35% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,90435,2600,5200,5200,10400,7050,14100,14100,28200,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
27603CA1221119,Anthem,Anthem Silver PPO 45/1750/40%,silver,PPO,"In-Network: $1,750 / Out-of-Network: $3,500","In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,90435,1750,3500,3500,7000,9100,18200,18200,36400,40,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
27603CA1221454,Anthem,Anthem Silver PPO 45/1750/40% WH,silver,PPO,"In-Network: $1,750 / Out-of-Network: $3,500","In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,90435,1750,3500,3500,7000,9100,18200,18200,36400,40,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
27603CA1220837,Anthem,Anthem Silver PPO 50/2200/40%,silver,PPO,"In-Network: $2,200 / Out-of-Network: $4,400","In-Network: $4,400 / Out-of-Network: $8,800","In-Network: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / Out-of-Network: $34,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,90435,2200,4400,4400,8800,8600,17200,17200,34400,40,50,300,600,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
27603CA1220876,Anthem,Anthem Silver PPO 55/1950/35%,silver,PPO,"In-Network: $1,950 / Out-of-Network: $3,900","In-Network: $3,900 / Out-of-Network: $7,800","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,90435,1950,3900,3900,7800,9100,18200,18200,36400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
27603CA1221163,Anthem,Anthem Silver PPO 55/2500/45%,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,700 / Out-of-Network: $17,400","In-Network: $17,400 / Out-of-Network: $34,800",In-Network: 45% / Out-of-Network: 50%,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,90435,2500,5000,5000,10000,8700,17400,17400,34800,45,50,200,400,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
27603CA1221473,Anthem,Anthem Silver PPO 55/2500/45% WH,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,700 / Out-of-Network: $17,400","In-Network: $17,400 / Out-of-Network: $34,800",In-Network: 45% / Out-of-Network: 50%,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,90435,2500,5000,5000,10000,8700,17400,17400,34800,45,50,200,400,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
27603CA1220575,Anthem,Anthem Silver Select PPO 2100/30% w/HSA PrevRx,silver,PPO,"In-Network: $2,100 / Out-of-Network: $4,200","In-Network: $4,200 / Out-of-Network: $8,400","In-Network: $7,200 / Out-of-Network: $14,400","In-Network: $14,400 / Out-of-Network: $28,800",In-Network: 30% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 30% after deductible / Out-of-Network: 50% after deductible,67946,2100,4200,4200,8400,7200,14400,14400,28800,30,50,0,0,30% after deductible,50% after deductible,[],[30.0],0,True,[],[50.0],0,True
27603CA1221561,Anthem,Anthem Silver Select PPO 2600/35% w/HSA PrevRx,silver,PPO,"In-Network: $2,600 / Out-of-Network: $5,200","In-Network: $5,200 / Out-of-Network: $10,400","In-Network: $7,050 / Out-of-Network: $14,100","In-Network: $14,100 / Out-of-Network: $28,200",In-Network: 35% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,67946,2600,5200,5200,10400,7050,14100,14100,28200,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
27603CA1221132,Anthem,Anthem Silver Select PPO 45/1750/40%,silver,PPO,"In-Network: $1,750 / Out-of-Network: $3,500","In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,67946,1750,3500,3500,7000,9100,18200,18200,36400,40,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
27603CA1221564,Anthem,Anthem Silver Select PPO 45/1750/40% WH,silver,PPO,"In-Network: $1,750 / Out-of-Network: $3,500","In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,67946,1750,3500,3500,7000,9100,18200,18200,36400,40,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
27603CA1220896,Anthem,Anthem Silver Select PPO 50/2200/40%,silver,PPO,"In-Network: $2,200 / Out-of-Network: $4,400","In-Network: $4,400 / Out-of-Network: $8,800","In-Network: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / Out-of-Network: $34,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,67946,2200,4400,4400,8800,8600,17200,17200,34400,40,50,300,600,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
27603CA1220869,Anthem,Anthem Silver Select PPO 55/1950/35%,silver,PPO,"In-Network: $1,950 / Out-of-Network: $3,900","In-Network: $3,900 / Out-of-Network: $7,800","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,67946,1950,3900,3900,7800,9100,18200,18200,36400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
27603CA1220250,Anthem,Anthem Silver Select PPO 55/2500/35%,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,600 / In-Network-Tier-2: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / In-Network-Tier-2: $17,200 / Out-of-Network: $34,400",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,67946,2500,5000,5000,10000,8600,17200,17200,34400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
27603CA1221134,Anthem,Anthem Silver Select PPO 55/2500/45%,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,700 / Out-of-Network: $17,400","In-Network: $17,400 / Out-of-Network: $34,800",In-Network: 45% / Out-of-Network: 50%,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,67946,2500,5000,5000,10000,8700,17400,17400,34800,45,50,200,400,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
27330CA0130010,Kaiser Permanente,Bronze 60 PPO 6300/65 + Child Dental,expanded_bronze,PPO,"In-Network: $6,300 / Out-of-Network: $12,600","In-Network: $12,600 / Out-of-Network: $25,200","In-Network: $8,200 / Out-of-Network: $16,400","In-Network: $16,400 / Out-of-Network: $32,800",In-Network: 40% / Out-of-Network: 100%,False,True,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $65 then $65 after deductible / Out-of-Network: 100%,34434,6300,12600,12600,25200,8200,16400,16400,32800,40,100,500,1000,first 3 visit(s) $65 then $65 after deductible,100%,"[65.0, 65.0]",[],3,True,[],[100.0],0,False
70285CA8150007,CoveredCA,Bronze 60 PPO 6300/65 + Child Dental,expanded_bronze,PPO,"In-Network: $6,300 / Out-of-Network: $6,300","In-Network: $12,600 / Out-of-Network: $12,600","In-Network: $8,200 / Out-of-Network: $13,250","In-Network: $16,400 / Out-of-Network: $26,500",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $0 then $65 after deductible / Out-of-Network: 50% after deductible,63389,6300,6300,12600,12600,8200,13250,16400,26500,40,50,500,1000,first 3 visit(s) $0 then $65 after deductible,50% after deductible,"[0.0, 65.0]",[],3,True,[],[50.0],0,True
70285CA8150008,CoveredCA,Bronze 60 PPO 6300/65 + Child Dental INF,expanded_bronze,PPO,"In-Network: $6,300 / Out-of-Network: $6,300","In-Network: $12,600 / Out-of-Network: $12,600","In-Network: $8,200 / Out-of-Network: $13,250","In-Network: $16,400 / Out-of-Network: $26,500",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $0 then $65 after deductible / Out-of-Network: 50% after deductible,63389,6300,6300,12600,12600,8200,13250,16400,26500,40,50,500,1000,first 3 visit(s) $0 then $65 after deductible,50% after deductible,"[0.0, 65.0]",[],3,True,[],[50.0],0,True
